isin,as_of,mix
INE261F08EE8,30/06/2026,"Govt 75%, Insurance 23%, PF/Pension 1.3%, Trusts 1.1%, Corporates 0.1%"
INE261F08EF5,30/06/2026,"MF 38%, Insurance 22%, Govt 18%, Corporates 8.7%, Banks 7.9%, Trusts 2.7%, others 3.6%"
INE261F08EG3,30/06/2026,"Govt 53%, MF 11%, PF/Pension 10%, Trusts 8.3%, Insurance 7.8%, Banks 6.5%, others 3.7%"
INE261F08EH1,30/06/2026,"Insurance 31%, MF 22%, Banks 13%, Corporates 12%, PF/Pension 12%, Trusts 4.9%, others 4.4%"
INE261F08EI9,30/06/2026,"MF 39%, Banks 22%, Insurance 15%, Corporates 12%, Trusts 4.9%, FPI 3.6%, others 3.4%"
INE261F08EJ7,30/06/2026,"Insurance 29%, MF 24%, PF/Pension 19%, Banks 12%, Govt 5.6%, Corporates 5.1%, others 5%"
INE261F08EK5,30/06/2026,"MF 43%, Govt 26%, Banks 11%, Trusts 8.5%, Insurance 8.4%, Corporates 2.1%, others 2.3%"
INE261F08EL3,30/06/2026,"PF/Pension 27%, Insurance 26%, Banks 16%, MF 12%, Govt 12%, Corporates 3.8%, others 3.1%"
INE261F08EM1,30/06/2026,"MF 62%, Banks 12%, Insurance 11%, Govt 5.2%, Corporates 3.8%, Trusts 3.1%, others 3.2%"
INE261F08EN9,30/06/2026,"Govt 33%, PF/Pension 24%, Insurance 20%, MF 10%, Corporates 4.9%, Trusts 4.4%, others 3.7%"
INE261F08EO7,30/06/2026,"MF 43%, Banks 24%, Insurance 16%, Corporates 9.1%, PF/Pension 3.8%, Govt 1.6%, others 2.2%"
INE261F08EP4,30/06/2026,"Banks 42%, MF 31%, Insurance 19%, PF/Pension 3.6%, Corporates 2.9%, NBFC 1.2%, others 0.8%"
INE261F08EQ2,30/06/2026,"Banks 38%, Govt 29%, MF 15%, Insurance 11%, Corporates 6.4%, FPI 1%, others 0.3%"
INE261F08ER0,30/06/2026,"Govt 84%, MF 8.2%, Insurance 4%, PF/Pension 2.3%, Banks 1.5%, Trusts 0.2%"
INE261F08ES8,30/06/2026,"Govt 59%, MF 14%, Insurance 10%, Corporates 6%, Banks 5.5%, FPI 4.4%, others 1.9%"
INE261F08ET6,30/06/2026,"Govt 61%, Banks 16%, MF 12%, PF/Pension 4%, Insurance 3.9%, Corporates 3.5%"
INE261F08EU4,30/06/2026,"Banks 41%, MF 23%, Trusts 11%, Corporates 8.9%, Insurance 8.7%, PF/Pension 6.3%, others 1.6%"
INE263M07109,30/06/2026,MF 100%
INE267A08038,30/06/2026,"MF 75%, Insurance 25%"
INE267A08046,30/06/2026,"MF 97%, Corporates 3.3%"
INE281B07013,30/06/2026,"Insurance 26%, Corporates 21%, Banks 19%, NBFC 17%, Trusts 13%, AIF 2.7%, others 2.2%"
INE282H07018,30/06/2026,"MF 80%, Banks 10%, Corporates 10%"
INE282H07026,30/06/2026,"MF 28%, Insurance 22%, Banks 18%, FPI 15%, PF/Pension 8.3%, Corporates 8.3%"
INE282H07034,30/06/2026,"MF 50%, Corporates 28%, FPI 22%"
INE282H07059,30/06/2026,"Banks 64%, Insurance 21%, Corporates 8%, Trusts 4.5%, PF/Pension 2.5%"
INE282H07067,30/06/2026,"MF 30%, Corporates 25%, PF/Pension 25%, Insurance 9%, Trusts 5.1%, Banks 5%"
INE285J07058,30/06/2026,MF 100%
INE289B07115,30/06/2026,"Corporates 48%, MF 28%, Insurance 25%"
INE289B07123,30/06/2026,"Insurance 43%, MF 37%, Corporates 20%"
INE289B07131,30/06/2026,"MF 67%, Insurance 17%, Corporates 17%"
INE28BJ07016,30/06/2026,"Corporates 98%, Individuals 1.9%"
INE292A07046,30/06/2026,MF 100%
INE295J08022,30/06/2026,"MF 49%, Banks 36%, Insurance 8.5%, Trusts 6.2%"
INE296A07RD1,30/06/2026,"Insurance 47%, Trusts 21%, PF/Pension 21%, Banks 8%, MF 0.9%, Corporates 0.7%, others 0.6%"
INE296A07RS9,30/06/2026,"Insurance 40%, PF/Pension 25%, Corporates 17%, Trusts 15%, MF 1.9%, Individuals 0.1%"
INE296A07RW1,30/06/2026,"Insurance 44%, Trusts 27%, PF/Pension 23%, Corporates 4.7%, Govt 0.9%, Banks 0.4%, others 0.2%"
INE296A07RZ4,30/06/2026,"PF/Pension 37%, Insurance 29%, Trusts 13%, Banks 10%, Corporates 8.1%, MF 3.5%"
INE296A07SC1,30/06/2026,"PF/Pension 33%, Banks 24%, Corporates 14%, MF 12%, Insurance 12%, Trusts 3.2%, others 0.2%"
INE296A07SI8,30/06/2026,"Banks 26%, Insurance 25%, Corporates 19%, PF/Pension 18%, Trusts 6.5%, MF 4.7%"
INE296A07SO6,30/06/2026,"Banks 46%, PF/Pension 24%, Insurance 14%, Corporates 6.9%, MF 5.9%, Trusts 3.5%"
INE296A07SP3,30/06/2026,"PF/Pension 46%, Trusts 32%, Insurance 18%, FPI 2.5%, MF 0.5%, Corporates 0.4%, others 0.3%"
INE296A07SR9,30/06/2026,"Banks 31%, Corporates 23%, FPI 20%, Insurance 19%, MF 6.8%"
INE296A07SU3,30/06/2026,"Insurance 49%, PF/Pension 20%, Trusts 16%, MF 8.2%, Corporates 5.4%, Banks 0.3%"
INE296A07SV1,30/06/2026,"MF 34%, Insurance 25%, PF/Pension 17%, Corporates 12%, Banks 5.7%, Trusts 5.6%, others 0.2%"
INE296A07SW9,30/06/2026,"Insurance 98%, Corporates 0.9%, MF 0.6%"
INE296A07SX7,30/06/2026,"Insurance 51%, Corporates 19%, MF 14%, FPI 13%, Trusts 2%, Banks 1%, others 0.2%"
INE296A07SY5,30/06/2026,"Insurance 43%, PF/Pension 23%, MF 16%, Trusts 10%, Corporates 6.6%, Banks 1.1%"
INE296A07SZ2,30/06/2026,"Insurance 33%, Banks 25%, Trusts 20%, PF/Pension 11%, MF 4.9%, Corporates 3.2%, others 2.7%"
INE296A07TC9,30/06/2026,"MF 37%, Corporates 21%, Banks 20%, Insurance 17%, Individuals 2.2%, AIF 2.1%, others 0.2%"
INE296A07TD7,30/06/2026,"Insurance 39%, Banks 23%, Trusts 21%, PF/Pension 10%, Corporates 4.4%, MF 2.3%, others 0.2%"
INE296A07TF2,30/06/2026,"MF 33%, Insurance 28%, FPI 27%, Corporates 12%"
INE296A07TG0,30/06/2026,"MF 31%, Insurance 28%, Corporates 19%, FPI 15%, Banks 5%, AIF 1.5%"
INE296A07TH8,30/06/2026,"MF 48%, Insurance 26%, Trusts 22%, PF/Pension 2%, Corporates 1.5%, Banks 1.2%, others 0.1%"
INE296A07TI6,30/06/2026,"Insurance 33%, PF/Pension 27%, MF 25%, Banks 9.2%, Corporates 4.5%, Trusts 1.2%, others 0.2%"
INE296A07TJ4,30/06/2026,"MF 29%, Banks 23%, Corporates 21%, Insurance 20%, FPI 5.9%, Trusts 1.2%"
INE296A07TK2,30/06/2026,"MF 46%, Corporates 30%, Banks 12%, Insurance 8%, Trusts 2.5%"
INE296A07TL0,30/06/2026,"Insurance 42%, PF/Pension 23%, Banks 13%, MF 10%, Trusts 5.7%, Corporates 5.2%, others 0.8%"
INE296A07TM8,30/06/2026,"Insurance 34%, Corporates 24%, MF 22%, Banks 20%"
INE296A07TN6,30/06/2026,"MF 29%, Banks 29%, Insurance 25%, FPI 9.2%, Corporates 7.1%, Individuals 0.5%, others 0.1%"
INE296A07TT3,30/06/2026,"MF 30%, Banks 25%, Insurance 20%, FPI 15%, Corporates 10%"
INE296A07TV9,30/06/2026,"Banks 51%, MF 22%, Insurance 17%, Corporates 10%"
INE296A07TW7,30/06/2026,"Banks 45%, Insurance 21%, MF 18%, Corporates 14%, FPI 1.6%"
INE296A07TX5,30/06/2026,"Insurance 24%, PF/Pension 22%, Banks 16%, Trusts 15%, Corporates 15%, MF 4.3%, others 3.1%"
INE296A07TZ0,30/06/2026,"FPI 63%, Banks 23%, Insurance 14%, MF 0.2%, Corporates 0.1%"
INE296A07UA1,30/06/2026,"Banks 76%, Corporates 19%, Insurance 4.4%, MF 0.9%"
INE296G07192,30/06/2026,"Individuals 71%, Corporates 28%, NRIs 0.2%"
INE296G07226,30/06/2026,"MF 98%, Individuals 1.9%, Clearing members 0.5%"
INE296G07283,30/06/2026,"Corporates 48%, Individuals 46%, NRIs 6%"
INE296G07325,30/06/2026,"Clearing members 67%, Corporates 33%"
INE296Q07076,30/06/2026,"Corporates 44%, Individuals 30%, AIF 25%"
INE296Q07167,30/06/2026,"Corporates 96%, Clearing members 2.5%, Individuals 1.8%"
INE2BA907020,30/06/2026,"Corporates 87%, AIF 10%, Individuals 3.7%"
INE2BA907038,30/06/2026,"AIF 86%, Corporates 11%, Individuals 3.3%"
INE2BFH07023,30/06/2026,Corporates 100%
INE2GLH07020,30/06/2026,"AIF 44%, FPI 23%, Corporates 21%, NBFC 12%"
INE2H9D07011,30/06/2026,Individuals 100%
INE2M2107016,30/06/2026,"Corporates 64%, Individuals 36%"
INE2QI808033,30/06/2026,"MF 88%, FPI 9.4%, Insurance 1.4%, Trusts 0.6%, Corporates 0.3%"
INE2QMV07010,30/06/2026,"Corporates 57%, Individuals 37%, NBFC 5.3%, NRIs 0.7%"
INE2QMV07028,30/06/2026,"Individuals 53%, Clearing members 47%"
INE2T2Q07014,30/06/2026,"Govt 27%, Other FIs 27%, Corporates 23%, Trusts 15%, Individuals 5.8%, NBFC 1.7%"
INE2T2Q07022,30/06/2026,"Govt 39%, Corporates 27%, Other FIs 27%, Trusts 2.9%, Individuals 2.7%, NBFC 1%, others 0.1%"
INE2T2Q07030,30/06/2026,"Trusts 31%, Other FIs 27%, Corporates 25%, Govt 16%, NBFC 1%, Individuals 0.1%, others 0.1%"
INE2T2Q07055,30/06/2026,"Corporates 32%, Other FIs 27%, Banks 26%, Govt 9.3%, Trusts 3%, Individuals 2.7%, others 0.1%"
INE2T2Q07071,30/06/2026,"Govt 39%, Other FIs 27%, Corporates 27%, Trusts 4.5%, Individuals 1.9%, Clearing members 0.2%"
INE2T2Q07089,30/06/2026,"Corporates 31%, Other FIs 27%, Banks 26%, Govt 9.3%, Trusts 3.6%, Individuals 2.6%"
INE2T2Q07097,30/06/2026,"Corporates 31%, Other FIs 27%, Banks 27%, Govt 9.3%, Trusts 4.2%, Individuals 1.9%"
INE2T2Q07121,30/06/2026,"Govt 31%, Other FIs 27%, Corporates 24%, Trusts 16%, Individuals 2.1%"
INE2T2Q07139,30/06/2026,"Govt 32%, Other FIs 27%, Corporates 26%, Trusts 11%, Individuals 2.5%, NRIs 0.6%"
INE2T2Q07147,30/06/2026,"Govt 41%, Other FIs 27%, Corporates 23%, Trusts 6.5%, NBFC 1%, Individuals 0.4%, others 0.1%"
INE2T2Q07154,30/06/2026,"Govt 42%, Other FIs 27%, Corporates 24%, Trusts 6.5%, NBFC 0.5%, Clearing members 0.2%"
INE2T2Q07162,30/06/2026,"Govt 31%, Corporates 30%, Other FIs 27%, Trusts 9.3%, Clearing members 2.6%, Individuals 0.3%"
INE2T2Q07170,30/06/2026,"Govt 32%, Corporates 28%, Other FIs 27%, Trusts 12%, Individuals 1.7%"
INE2T2Q07188,30/06/2026,"Corporates 70%, Trusts 16%, Other FIs 9.5%, Banks 3.1%, Individuals 1.4%, AIF 0.1%"
INE2T2Q07196,30/06/2026,"Corporates 58%, Banks 31%, Other FIs 9.5%, Trusts 1.6%"
INE2T2Q07204,30/06/2026,"Corporates 58%, Banks 31%, Other FIs 9.5%, Trusts 1.8%, Individuals 0.3%, Clearing members 0.1%"
INE2T2Q07212,30/06/2026,"Corporates 86%, Other FIs 9.5%, Banks 3.1%, Trusts 1.9%"
INE2T2Q07220,30/06/2026,"Corporates 85%, Other FIs 9.5%, Banks 3.1%, Trusts 1.9%, Individuals 0.1%"
INE2T2Q07238,30/06/2026,"Corporates 85%, Other FIs 9.5%, Banks 3.1%, Trusts 2.3%"
INE2T2Q07246,30/06/2026,"Corporates 85%, Other FIs 9.5%, Banks 3.1%, Trusts 2.6%"
INE2T2Q07253,30/06/2026,"Corporates 85%, Other FIs 9.5%, Banks 3.1%, Trusts 1.9%, Individuals 0.5%, Clearing members 0.1%"
INE2T2Q07261,30/06/2026,"Corporates 86%, Other FIs 9.5%, Banks 3.1%, Trusts 1.9%"
INE2T2Q07279,30/06/2026,"Corporates 85%, Other FIs 9.5%, Banks 3.1%, Trusts 2.1%"
INE2T2Q07287,30/06/2026,"Corporates 84%, Other FIs 9.5%, Banks 3.1%, Trusts 2.9%, Individuals 0.6%, NRIs 0.3%, others 0.1%"
INE2T2Q07295,30/06/2026,"Corporates 83%, Other FIs 9.5%, Trusts 4.5%, Banks 3.1%"
INE2T2Q07303,30/06/2026,"Corporates 86%, Other FIs 9.5%, Banks 3.1%, Trusts 1.9%"
INE2T2Q07311,30/06/2026,"Corporates 85%, Other FIs 9.5%, Banks 3.1%, Trusts 2.1%"
INE2T2Q07329,30/06/2026,"Corporates 55%, Trusts 19%, Banks 16%, Other FIs 9.5%, Individuals 0.3%"
INE2T2Q07337,30/06/2026,"Corporates 67%, Trusts 20%, Other FIs 9.5%, Banks 3.1%, NRIs 0.3%, Individuals 0.2%, others 0.1%"
INE2T2Q07345,30/06/2026,"Corporates 57%, Banks 17%, Trusts 17%, Other FIs 9.5%, Individuals 0.4%, Clearing members 0.3%"
INE2TAC08017,30/06/2026,Corporates 100%
INE2VGA07016,30/06/2026,Corporates 100%
INE2VY607016,30/06/2026,"Corporates 52%, Individuals 48%"
INE303K07016,30/06/2026,"FPI 64%, Corporates 23%, NBFC 14%"
INE306N07LO1,30/06/2026,"PF/Pension 33%, Insurance 28%, Corporates 17%, MF 13%, Trusts 8.8%, Individuals 0.8%"
INE306N07MX0,30/06/2026,"Corporates 33%, Insurance 25%, Banks 20%, MF 7.1%, PF/Pension 5.8%, Trusts 4.1%, others 4.7%"
INE306N07NA6,30/06/2026,"Banks 62%, Corporates 24%, Insurance 6.4%, PF/Pension 4.7%, MF 1.9%, Trusts 0.9%"
INE306N07ND0,30/06/2026,"Corporates 36%, Banks 23%, Insurance 15%, MF 12%, Trusts 7.9%, PF/Pension 5.6%, others 0.8%"
INE306N07NI9,30/06/2026,"MF 63%, Corporates 11%, Insurance 8.5%, PF/Pension 7.8%, Trusts 7%, Banks 2.1%, others 0.2%"
INE306N07NM1,31/12/2025,"Corporates 50%, Banks 45%, Individuals 5%"
INE306N07NN9,30/06/2026,"Trusts 49%, Insurance 23%, Corporates 17%, PF/Pension 8.7%, FPI 2.4%, Individuals 0.5%, others 0.5%"
INE306N07NO7,30/06/2026,"Corporates 71%, Trusts 17%, Insurance 6.7%, MF 4.3%, Banks 0.7%, Individuals 0.6%"
INE306N07NP4,30/06/2026,"Insurance 27%, Corporates 21%, MF 17%, Banks 14%, Trusts 11%, PF/Pension 10%, others 1.1%"
INE306N07NT6,30/06/2026,"Banks 33%, Trusts 19%, Insurance 19%, Corporates 15%, PF/Pension 10%, FPI 1.9%, others 2.2%"
INE306N08359,30/06/2026,"Trusts 71%, Govt 24%, Individuals 3.2%, Corporates 2.4%"
INE306N08516,30/06/2026,"Insurance 50%, Trusts 31%, Corporates 12%, PF/Pension 4.9%, Govt 0.9%, Individuals 0.8%, others 0.3%"
INE310L07993,30/06/2026,"Corporates 53%, Insurance 38%, Trusts 8.5%, MF 0.1%"
INE310L07AB7,30/06/2026,"Insurance 57%, Trusts 23%, Corporates 20%"
INE310L07AC5,30/06/2026,"Insurance 47%, Corporates 34%, Trusts 10%, PF/Pension 8.5%, MF 0.3%"
INE312X08026,30/06/2026,"Banks 63%, Corporates 16%, Trusts 13%, Individuals 7%"
INE312X08034,30/06/2026,"Corporates 54%, Banks 33%, Individuals 12%, Trusts 0.3%"
INE316W07146,30/06/2026,Corporates 100%
INE316Z08014,30/06/2026,MF 100%
INE316Z08022,30/06/2026,MF 100%
INE316Z08030,30/06/2026,MF 100%
INE316Z08048,30/06/2026,MF 100%
INE316Z08055,30/06/2026,MF 100%
INE316Z08063,30/06/2026,MF 100%
INE321N07368,30/06/2026,"Corporates 66%, Individuals 32%, AIF 1.7%, NRIs 0.3%"
INE321N07434,30/06/2026,"Corporates 45%, Individuals 20%, Banks 17%, AIF 14%, NBFC 4.1%, Clearing members 0.1%"
INE321N07483,30/06/2026,"Corporates 40%, Individuals 28%, Banks 22%, AIF 5.9%, NBFC 3.4%"
INE321N07509,30/06/2026,"Corporates 72%, Individuals 19%, Trusts 6.4%, AIF 2.7%"
INE321N07525,30/06/2026,"Corporates 39%, Individuals 35%, AIF 27%"
INE321N07533,30/06/2026,"Corporates 53%, NBFC 13%, Trusts 11%, MF 8.8%, Individuals 7.7%, Banks 6.2%, others 0.8%"
INE321N07574,30/06/2026,"Individuals 57%, Corporates 43%"
INE321N07590,30/06/2026,"Corporates 83%, Individuals 17%, NRIs 0.2%"
INE321N07608,30/06/2026,"Individuals 79%, Corporates 21%"
INE321N07616,30/06/2026,"MF 86%, Corporates 12%, Individuals 1.8%, Clearing members 0.1%"
INE321N07624,30/06/2026,"Trusts 48%, Corporates 46%, Individuals 5.4%"
INE321N07632,30/06/2026,"Corporates 56%, Insurance 35%, Individuals 4.3%, Banks 3.5%, FPI 1.5%"
INE321N07665,30/06/2026,MF 100%
INE321N07681,30/06/2026,"Corporates 98%, Individuals 2.2%"
INE321N07699,30/06/2026,"Corporates 81%, Banks 19%"
INE338I07180,30/06/2026,MF 100%
INE338I07198,30/06/2026,MF 100%
INE342T07429,30/06/2026,"Individuals 60%, Banks 25%, Corporates 14%, NRIs 0.5%"
INE342T07445,30/06/2026,"Individuals 87%, Corporates 13%, NRIs 0.4%, Trusts 0.1%"
INE342T07494,30/06/2026,"Individuals 61%, Corporates 30%, AIF 4%, NRIs 2.8%, Clearing members 1.2%"
INE342T07536,30/06/2026,"Corporates 64%, Individuals 29%, Trusts 6.5%, NRIs 0.2%"
INE342T07544,30/06/2026,"Individuals 66%, Corporates 19%, Banks 5.2%, NBFC 3.4%, Insurance 2.6%, Clearing members 1.4%, others 2.1%"
INE342T07569,30/06/2026,"Individuals 75%, Corporates 24%, NRIs 0.3%, Trusts 0.1%, Clearing members 0.1%"
INE342T07601,30/06/2026,"Individuals 92%, Corporates 6.1%, NRIs 1.5%, Trusts 0.2%"
INE342T07619,30/06/2026,"Individuals 47%, Corporates 46%, AIF 4%, Clearing members 2%, Trusts 0.8%, NRIs 0.3%"
INE342T07627,30/06/2026,"MF 54%, Corporates 22%, Trusts 19%, Individuals 4.8%"
INE342T07635,30/06/2026,"Individuals 82%, Corporates 14%, AIF 3.3%, NRIs 0.4%, Clearing members 0.1%, Trusts 0.1%"
INE342T07668,30/06/2026,"Individuals 81%, Corporates 16%, NRIs 1.3%, AIF 0.7%, Trusts 0.5%, Clearing members 0.2%, others 0.1%"
INE342T07684,30/06/2026,"Individuals 57%, Corporates 34%, Insurance 8.3%"
INE342T07718,30/06/2026,"Corporates 67%, Individuals 20%, AIF 6.2%, Clearing members 5.9%, NRIs 0.3%"
INE342T07726,30/06/2026,"Corporates 91%, Individuals 9.2%, NRIs 0.1%"
INE342T08096,30/06/2026,"Corporates 86%, Individuals 13%, NRIs 0.3%"
INE348L07290,30/06/2026,"Corporates 67%, Banks 20%, Individuals 6.7%, Trusts 6%"
INE348L07316,30/06/2026,"Corporates 42%, Individuals 36%, AIF 21%, NBFC 1.5%"
INE348L07324,30/06/2026,MF 100%
INE348L07381,30/06/2026,"Corporates 93%, Insurance 7.1%"
INE357L07457,30/06/2026,"MF 50%, Corporates 50%"
INE357L07481,30/06/2026,MF 100%
INE357L07499,30/06/2026,"MF 80%, Corporates 12%, Individuals 8%"
INE357L07507,30/06/2026,MF 100%
INE357L07515,30/06/2026,MF 100%
INE365D07085,30/06/2026,MF 100%
INE367Y07160,30/06/2026,"NBFC 82%, Corporates 14%, Individuals 3.3%"
INE377Y07300,30/06/2026,"Insurance 39%, Banks 19%, MF 18%, PF/Pension 13%, Trusts 9.3%, Corporates 1.8%, others 0.3%"
INE377Y07359,30/06/2026,"Insurance 56%, PF/Pension 23%, Trusts 15%, MF 4.7%, Banks 1.1%, Corporates 1.1%"
INE377Y07367,30/06/2026,"PF/Pension 51%, Insurance 34%, MF 8.4%, Trusts 4.4%, NRIs 1%, Corporates 1%"
INE377Y07383,30/06/2026,"MF 39%, PF/Pension 30%, Insurance 30%, Trusts 0.5%, Individuals 0.3%"
INE377Y07417,30/06/2026,"Insurance 45%, Trusts 30%, MF 13%, Banks 12%"
INE377Y07433,30/06/2026,"Insurance 52%, MF 26%, PF/Pension 10%, Corporates 5.2%, Trusts 4.8%, Banks 2%"
INE377Y07441,30/06/2026,"MF 48%, Banks 40%, Insurance 12%"
INE377Y07458,30/06/2026,"Insurance 52%, MF 43%, Corporates 3.1%, PF/Pension 1.4%, Trusts 0.3%"
INE377Y07474,30/06/2026,"MF 48%, Insurance 40%, PF/Pension 10%, Trusts 2%"
INE377Y07482,30/06/2026,"MF 60%, Insurance 25%, Corporates 14%, FPI 0.8%"
INE377Y07490,30/06/2026,"MF 72%, Insurance 22%, Banks 3.3%, Corporates 3%"
INE377Y07508,30/06/2026,"Insurance 64%, MF 20%, PF/Pension 8.1%, Trusts 7.4%, Corporates 0.7%"
INE377Y07516,30/06/2026,"Insurance 65%, PF/Pension 16%, MF 8%, Corporates 7.4%, Trusts 1.8%, Banks 1.5%"
INE377Y07532,30/06/2026,"MF 83%, Banks 13%, Insurance 4.6%"
INE377Y07540,30/06/2026,"Insurance 37%, MF 34%, Banks 14%, Trusts 6.8%, Corporates 6%, PF/Pension 2%"
INE377Y07557,30/06/2026,"MF 50%, Insurance 20%, Banks 18%, FPI 5%, Corporates 5%, Trusts 2.5%"
INE377Y07565,30/06/2026,"MF 39%, Banks 33%, Insurance 28%"
INE377Y07573,30/06/2026,"Insurance 65%, Banks 13%, PF/Pension 11%, Corporates 6.4%, MF 4.9%, Trusts 0.3%"
INE377Y07599,30/06/2026,"Banks 42%, Insurance 30%, MF 25%, Corporates 2.5%"
INE377Y07607,30/06/2026,"MF 35%, Banks 35%, Insurance 27%, Corporates 1.6%, Trusts 1.2%"
INE377Y07615,30/06/2026,"MF 72%, Insurance 15%, Banks 12%"
INE377Y07623,30/06/2026,"MF 40%, Banks 31%, Insurance 29%"
INE377Y07631,30/06/2026,"Insurance 69%, MF 13%, PF/Pension 12%, Banks 5.2%, Trusts 1%"
INE377Y07649,30/06/2026,"MF 63%, Insurance 24%, Corporates 6%, Banks 4.4%, FPI 2%"
INE377Y07656,30/06/2026,"MF 34%, Insurance 32%, Banks 19%, Corporates 8.7%, PF/Pension 5%, Trusts 1.7%"
INE385W07059,30/06/2026,"Corporates 76%, NBFC 20%, Individuals 4.1%"
INE385W07067,30/06/2026,"Corporates 98%, Individuals 2.4%"
INE389Z07054,30/06/2026,"Corporates 78%, Individuals 19%, AIF 2.8%, NBFC 0.2%"
INE389Z07070,30/06/2026,"Corporates 62%, Individuals 20%, AIF 18%"
INE389Z07096,30/06/2026,"Corporates 67%, AIF 28%, Individuals 5%"
INE389Z07104,30/06/2026,"Corporates 64%, AIF 30%, Individuals 6.5%"
INE389Z07112,30/06/2026,"Individuals 72%, AIF 28%, Corporates 0.5%"
INE389Z07120,30/06/2026,"Corporates 45%, Individuals 31%, AIF 19%, NBFC 2.6%, Clearing members 2.4%"
INE393T07026,30/06/2026,"AIF 95%, Corporates 4%, Individuals 1.2%"
INE401Y07019,30/06/2026,MF 100%
INE401Y07027,30/06/2026,"MF 80%, Insurance 20%"
INE403D08199,30/06/2026,"Insurance 97%, Corporates 2.2%, FPI 0.8%, MF 0.2%"
INE403D08207,30/06/2026,"MF 46%, Insurance 20%, FPI 16%, Corporates 14%, Trusts 3.3%, Banks 0.3%"
INE403D08215,30/06/2026,"Insurance 50%, PF/Pension 39%, Trusts 7.7%, MF 2.7%, FPI 0.7%"
INE403D08231,30/06/2026,"MF 52%, Insurance 22%, Corporates 14%, FPI 12%"
INE403D08249,30/06/2026,"Insurance 86%, PF/Pension 11%, MF 2%, Corporates 0.3%, Trusts 0.3%"
INE403D08256,30/06/2026,"Insurance 47%, MF 40%, PF/Pension 10%, Corporates 3.3%"
INE403D08264,30/06/2026,"MF 42%, Insurance 37%, PF/Pension 13%, Corporates 7%, Trusts 0.8%, FPI 0.7%, others 0.2%"
INE403D08272,30/06/2026,"MF 61%, FPI 24%, Corporates 7.8%, Insurance 6.3%, Trusts 0.9%"
INE403D08280,30/06/2026,"MF 47%, Insurance 34%, PF/Pension 18%, Corporates 1.1%, Trusts 0.6%"
INE403D08298,30/06/2026,"MF 40%, Insurance 32%, Corporates 19%, PF/Pension 5.8%, FPI 3.5%"
INE403D08306,30/06/2026,"MF 91%, FPI 6.7%, Insurance 1.5%, Corporates 0.8%"
INE403D08314,30/06/2026,"MF 89%, Insurance 7.3%, Corporates 4%"
INE403D08322,30/06/2026,"Insurance 48%, PF/Pension 31%, MF 19%, FPI 2.5%"
INE403Q07FE2,30/06/2026,"Individuals 77%, Corporates 22%, NRIs 0.5%, Trusts 0.4%"
INE403Q07FN3,30/06/2026,"Individuals 86%, Corporates 13%, NRIs 1.8%"
INE403Q07GD2,30/06/2026,"Individuals 84%, Corporates 11%, Trusts 2.4%, NRIs 2.3%"
INE403Q07GF7,30/06/2026,"Corporates 41%, Individuals 29%, Trusts 13%, AIF 8.2%, MF 7.9%, NRIs 0.2%"
INE403Q07GO9,30/06/2026,MF 100%
INE403Q07GU6,30/06/2026,"Individuals 71%, Corporates 27%, NRIs 1.4%, Clearing members 0.9%"
INE403Q07HB4,30/06/2026,"Corporates 59%, Individuals 37%, Clearing members 4.2%, AIF 0.3%, NRIs 0.1%"
INE403Q08340,30/06/2026,"Individuals 37%, Corporates 32%, Trusts 30%, NRIs 0.5%"
INE403Q08357,30/06/2026,"Corporates 53%, Individuals 46%, NRIs 1.4%"
INE405E08044,30/06/2026,MF 100%
INE405E08051,30/06/2026,MF 100%
INE406M08011,30/06/2026,"MF 79%, Banks 21%"
INE406M08029,30/06/2026,"MF 64%, Banks 36%"
INE410P08016,30/06/2026,MF 100%
INE410P08024,30/06/2026,"Insurance 55%, MF 35%, Corporates 10%"
INE412L08011,30/06/2026,MF 100%
INE412L08029,30/06/2026,MF 100%
INE413U07426,30/06/2026,"Individuals 85%, Corporates 12%, AIF 2.7%, Banks 1%, NRIs 0.1%"
INE413U07434,30/06/2026,"Individuals 49%, Corporates 48%, Banks 2.5%, NBFC 0.2%, NRIs 0.2%, Clearing members 0.1%"
INE413U07442,30/06/2026,"Individuals 54%, Corporates 44%, Banks 1.1%, NRIs 0.2%, Trusts 0.2%, Clearing members 0.2%"
INE413U07459,30/06/2026,"Corporates 56%, Individuals 43%, AIF 1.5%"
INE413U07467,30/06/2026,"Corporates 83%, Individuals 14%, Trusts 1.8%, Clearing members 1.4%, Banks 0.5%"
INE413U07475,30/06/2026,Corporates 100%
INE413U08093,30/06/2026,"Corporates 59%, Individuals 37%, AIF 3.6%, NBFC 0.1%, NRIs 0.1%"
INE414G07IF1,30/06/2026,"Insurance 45%, MF 19%, PF/Pension 19%, Trusts 9.3%, Govt 7.1%, Corporates 0.1%"
INE414G07II5,30/06/2026,"MF 30%, Corporates 26%, PF/Pension 22%, Insurance 15%, Trusts 3.8%, Banks 0.9%, others 0.9%"
INE414G07IQ8,30/06/2026,"MF 44%, Insurance 32%, Corporates 24%"
INE414G07IR6,30/06/2026,"MF 80%, Corporates 9.2%, Trusts 4%, Banks 2.5%, Insurance 2.5%, AIF 1.3%, others 0.5%"
INE414G07IS4,30/06/2026,"Banks 25%, MF 24%, PF/Pension 19%, Insurance 14%, Trusts 10%, Corporates 5.6%, others 2.5%"
