isin,as_of,yield,source,holders
IN3420170042,2026-07-15,6.42,ICICI Pru,ICICI Pru
IN3420170042,2026-07-31,6.39,ICICI Pru,ICICI Pru (47)
IN3420170042,2026-08-15,6.13,ICICI Pru,ICICI Pru (48)
IN3420170117,2026-06-30,6.55,HDFC,HDFC
IN3420170117,2026-07-15,6.52,HDFC,HDFC
IN3420170117,2026-07-31,6.51,HDFC,HDFC (5)
IN3420170133,2026-07-31,6.41,Tata,Tata (10)
IN3420170133,2026-08-15,6.37,Tata,Tata (10)
IN3420170158,2026-07-31,6.41,Tata,Tata (31)
IN3420170158,2026-08-15,6.37,Tata,Tata (31)
IN3420170174,2026-06-30,6.7976,Nippon,Nippon
IN3420170174,2026-07-15,6.8071,Nippon,Nippon
IN3420170174,2026-07-31,6.8816,Nippon,Nippon (1)
IN3420170174,2026-08-15,6.7006,Nippon,Nippon (1)
IN3420170182,2026-06-30,6.69,UTI,UTI
IN3420170182,2026-07-31,6.77,UTI,UTI (0)
IN3420170190,2026-06-30,6.7976,Aditya Birla,Aditya Birla
IN3420170190,2026-07-31,6.8816,Aditya Birla,Aditya Birla (0)
IN3420170216,2026-06-30,6.7976,Axis,Axis; Nippon; UTI
IN3420170216,2026-07-15,6.8071,Nippon,Nippon
IN3420170216,2026-07-31,6.8816,Axis,Axis (47); Nippon (0); UTI (5)
IN3420170216,2026-08-15,6.7006,Axis,Axis (47); Nippon (0)
IN3420180157,2026-06-30,6.97,ICICI Pru,ICICI Pru; Nippon
IN3420180157,2026-07-15,7.0,ICICI Pru,ICICI Pru; Nippon
IN3420180157,2026-07-31,7.08,ICICI Pru,ICICI Pru (1); Nippon (8)
IN3420180157,2026-08-15,6.94,ICICI Pru,ICICI Pru (1); Nippon (8)
IN3420180181,2026-06-30,6.9688,Nippon,Nippon
IN3420180181,2026-07-15,6.9979,Nippon,Nippon
IN3420180181,2026-07-31,7.0807,Nippon,Nippon (2)
IN3420180181,2026-08-15,6.9385,Nippon,Nippon (2)
IN3420210046,2026-06-30,6.8011,Nippon,Nippon
IN3420210046,2026-07-15,6.8092,Nippon,Nippon
IN3420210046,2026-07-31,6.8664,Nippon,Nippon (10)
IN3420210046,2026-08-15,6.6945,Nippon,Nippon (10)
IN3420210145,2026-06-30,7.53,UTI,UTI
IN3420210145,2026-07-31,7.55,UTI,UTI (97)
IN3420210186,2026-06-30,7.72,Kotak,Kotak
IN3420210186,2026-07-31,7.66,Kotak,Kotak (10)
IN3420210186,2026-08-15,7.65,Kotak,Kotak (10)
IN3420210269,2026-06-30,7.3746,Axis,Axis
IN3420210269,2026-07-31,7.3806,Axis,Axis (2)
IN3420210269,2026-08-15,7.3202,Axis,Axis (2)
IN3420220177,2026-06-30,7.27,UTI,UTI
IN3420220177,2026-07-31,7.27,UTI,UTI (9)
IN3420240241,2026-06-30,7.74,ICICI Pru,ICICI Pru
IN3420240241,2026-07-15,7.73,ICICI Pru,ICICI Pru
IN3420240241,2026-07-31,7.68,ICICI Pru,ICICI Pru (122)
IN3420240241,2026-08-15,7.66,ICICI Pru,ICICI Pru (122)
IN3420250166,2026-06-30,7.6881,Axis,Axis
IN3420250166,2026-07-31,7.6672,Axis,Axis (5)
IN3420250166,2026-08-15,7.6567,Axis,Axis (5)
IN3420250232,2026-06-30,7.7988,SBI,SBI
IN3420250232,2026-07-15,7.8213,SBI,SBI
IN3420250232,2026-07-31,7.7888,SBI,SBI (169)
IN3420250232,2026-08-15,7.7448,SBI,SBI (120)
IN3420250240,2026-06-30,7.66,UTI,UTI
IN3420250331,2026-06-30,7.66,UTI,UTI
IN3420250331,2026-07-31,7.66,UTI,UTI (154)
IN3420250372,2026-06-30,7.66,UTI,UTI
IN3420250372,2026-07-31,7.67,UTI,UTI (241)
IN3420250398,2026-06-30,7.64,UTI,UTI
IN3420250398,2026-07-31,7.62,UTI,UTI (81)
IN3420250414,2026-06-30,7.65,UTI,UTI
IN3420250414,2026-07-31,7.74,UTI,UTI (11)
IN3420250430,2026-06-30,7.7457,SBI,SBI; UTI
IN3420250430,2026-07-15,7.8777,SBI,SBI
IN3420250430,2026-07-31,7.798,SBI,SBI (344); UTI (44)
IN3420250430,2026-08-15,7.7898,SBI,SBI (344)
IN3420260041,2026-07-31,7.6804,Aditya Birla,Aditya Birla (46)
IN3520160018,2026-06-30,5.81,HDFC,HDFC
IN3520160018,2026-07-15,5.94,HDFC,HDFC
IN3520160018,2026-07-31,5.81,HDFC,HDFC (5)
IN3520160026,2026-06-30,5.8586,Aditya Birla,Aditya Birla
IN3520160026,2026-07-31,5.9023,Aditya Birla,Aditya Birla (11)
IN3520160034,2026-06-30,5.8586,Aditya Birla,Aditya Birla; Axis
IN3520160034,2026-07-31,5.9023,Aditya Birla,Aditya Birla (6); Axis (61)
IN3520160034,2026-08-15,5.9203,Axis,Axis (61)
IN3520170017,2026-06-30,6.4566,SBI,SBI; ICICI Pru
IN3520170017,2026-07-15,6.4046,SBI,SBI; ICICI Pru
IN3520170017,2026-07-31,6.3684,SBI,SBI (35); ICICI Pru (232)
IN3520170017,2026-08-15,6.2863,SBI,SBI (35); ICICI Pru (232)
IN3520170041,2026-06-30,6.7918,Aditya Birla,Aditya Birla
IN3520170041,2026-07-31,6.8484,Aditya Birla,Aditya Birla (5); Nippon (41)
IN3520170041,2026-08-15,6.6829,Nippon,Nippon (41)
IN3520170090,2026-06-30,6.7918,Aditya Birla,Aditya Birla
IN3520170090,2026-07-31,6.8484,Aditya Birla,Aditya Birla (5)
IN3520190015,2026-06-30,5.465,SBI,SBI; Aditya Birla
IN3520190015,2026-07-15,5.465,SBI,SBI
IN3520190015,2026-07-31,5.3578,SBI,"SBI (1,126)"
IN3520190015,2026-08-15,5.2678,SBI,"SBI (1,126)"
IN3520190023,2026-06-30,6.46,ICICI Pru,ICICI Pru
IN3520190023,2026-07-15,6.4,ICICI Pru,ICICI Pru
IN3520190023,2026-07-31,6.37,ICICI Pru,ICICI Pru (35)
IN3520190023,2026-08-15,6.29,ICICI Pru,ICICI Pru (35)
IN3520190064,2026-06-30,7.0813,Nippon,Nippon
IN3520190064,2026-07-15,7.136,Nippon,Nippon
IN3520190064,2026-07-31,7.152,Nippon,Nippon (5)
IN3520190064,2026-08-15,7.0439,Nippon,Nippon (5)
IN3520200111,2026-06-30,6.95,ICICI Pru,ICICI Pru
IN3520200111,2026-07-15,6.97,ICICI Pru,ICICI Pru
IN3520200111,2026-07-31,7.05,ICICI Pru,ICICI Pru (3)
IN3520200111,2026-08-15,6.92,ICICI Pru,ICICI Pru (3)
IN3520200137,2026-06-30,6.9424,Nippon,Nippon
IN3520200137,2026-07-15,6.9598,Nippon,Nippon
IN3520200137,2026-07-31,7.0373,Nippon,Nippon (3)
IN3520200137,2026-08-15,6.9106,Nippon,Nippon (3)
IN3520210052,2026-06-30,6.8796,Aditya Birla,Aditya Birla
IN3520210052,2026-07-31,6.9055,Aditya Birla,Aditya Birla (5)
IN3520230019,2026-06-30,7.0869,SBI,SBI
IN3520230019,2026-07-15,7.1251,SBI,SBI
IN3520230019,2026-07-31,7.1417,SBI,SBI (34)
IN3520230019,2026-08-15,7.0615,SBI,SBI (34)
IN3520230027,2026-06-30,7.0869,Nippon,Nippon
IN3520230027,2026-07-15,7.1251,Nippon,Nippon
IN3520230027,2026-07-31,7.1417,Nippon,Nippon (101)
IN3520230027,2026-08-15,7.0615,Nippon,Nippon (102)
IN3520230092,2026-06-30,7.34,HDFC,HDFC
IN3520230118,2026-06-30,7.2,HDFC,HDFC
IN3520230241,2026-06-30,7.5086,Axis,Axis; UTI
IN3520230241,2026-07-31,7.4631,Axis,Axis (2); UTI (2)
IN3520230241,2026-08-15,7.4274,Axis,Axis (2)
IN3520230274,2026-07-31,7.4631,Aditya Birla,Aditya Birla (25)
IN3520230308,2026-06-30,7.5086,Aditya Birla,Aditya Birla
IN3520230308,2026-07-31,7.4631,Aditya Birla,Aditya Birla (16)
IN3520230316,2026-06-30,7.5574,Aditya Birla,Aditya Birla
IN3520230316,2026-07-31,7.5831,Aditya Birla,Aditya Birla (18)
IN3520230324,2026-06-30,7.6113,Aditya Birla,Aditya Birla
IN3520230324,2026-07-31,7.6051,Aditya Birla,Aditya Birla (3)
IN3520240026,2026-06-30,7.087,Nippon,Nippon
IN3520240026,2026-07-15,7.1465,Nippon,Nippon
IN3520240026,2026-07-31,7.1506,Nippon,Nippon (75)
IN3520240026,2026-08-15,7.0686,Nippon,Nippon (75)
IN3520240034,2026-06-30,7.5086,Nippon,Nippon; UTI
IN3520240034,2026-07-15,7.4873,Nippon,Nippon
IN3520240034,2026-07-31,7.33,UTI,UTI (5)
IN3520240083,2026-06-30,7.7,ICICI Pru,ICICI Pru; UTI
IN3520240083,2026-07-15,7.63,ICICI Pru,ICICI Pru
IN3520240083,2026-07-31,7.69,ICICI Pru,ICICI Pru (476); UTI (37)
IN3520240083,2026-08-15,7.65,ICICI Pru,ICICI Pru (477)
IN3520260016,2026-06-30,7.21,SBI,SBI; UTI
IN3520260016,2026-07-15,7.2025,SBI,SBI
IN3520260016,2026-07-31,7.2209,SBI,SBI (8); UTI (25)
IN3520260016,2026-08-15,7.1877,SBI,SBI (8)
IN3520260024,2026-06-30,7.7183,Nippon,Nippon
IN3520260024,2026-07-15,7.7563,Nippon,Nippon
IN3520260024,2026-07-31,7.8073,Nippon,Nippon (25)
IN3520260032,2026-06-30,7.639,Aditya Birla,Aditya Birla
IN3520260032,2026-07-31,7.6764,Aditya Birla,Aditya Birla (10)
IN3520260057,2026-08-15,7.58,ICICI Pru,ICICI Pru (100)
IN3620160033,2026-06-30,5.5,HDFC,HDFC; SBI; Aditya Birla
IN3620160033,2026-07-15,5.51,HDFC,HDFC; SBI
IN3620160033,2026-07-31,5.39,HDFC,HDFC (1); SBI (50); Aditya Birla (59)
IN3620160033,2026-08-15,5.3258,SBI,SBI (50)
IN3620160074,2026-06-30,5.69,SBI,SBI
IN3620160074,2026-07-15,5.7668,SBI,SBI
IN3620160074,2026-07-31,5.6324,SBI,SBI (166)
IN3620160074,2026-08-15,5.5541,SBI,SBI (166)
IN3620160090,2026-06-30,5.83,HDFC,HDFC; Aditya Birla
IN3620160090,2026-07-15,5.87,HDFC,HDFC
IN3620160090,2026-07-31,5.83,HDFC,HDFC (5); Aditya Birla (5)
IN3620170065,2026-06-30,6.46,ICICI Pru,ICICI Pru
IN3620170065,2026-07-15,6.4,ICICI Pru,ICICI Pru
IN3620170065,2026-07-31,6.37,ICICI Pru,ICICI Pru (46)
IN3620170065,2026-08-15,6.31,ICICI Pru,ICICI Pru (46)
IN3620170180,2026-06-30,6.7916,Aditya Birla,Aditya Birla
IN3620170180,2026-07-31,6.8329,Aditya Birla,Aditya Birla (0)
IN3620180023,2026-06-30,6.818,Nippon,Nippon
IN3620180023,2026-07-15,6.835,Nippon,Nippon
IN3620180023,2026-07-31,6.8404,Nippon,Nippon (2)
IN3620180023,2026-08-15,6.7358,Nippon,Nippon (2)
IN3620180064,2026-06-30,6.8801,Nippon,Nippon
IN3620180064,2026-07-15,6.9053,Nippon,Nippon
IN3620180064,2026-07-31,6.8789,Nippon,Nippon (0)
IN3620180064,2026-08-15,6.8531,Nippon,Nippon (0)
IN3620180213,2026-06-30,6.93,ICICI Pru,ICICI Pru
IN3620180213,2026-07-15,6.96,ICICI Pru,ICICI Pru
IN3620180213,2026-07-31,6.99,ICICI Pru,ICICI Pru (31)
IN3620180213,2026-08-15,6.92,ICICI Pru,ICICI Pru (31)
IN3620220068,2026-06-30,7.5333,Aditya Birla,Aditya Birla
IN3620220068,2026-07-31,7.4653,Aditya Birla,Aditya Birla (2)
IN3620230075,2026-06-30,7.5707,Aditya Birla,Aditya Birla
IN3620230075,2026-07-31,7.5429,Aditya Birla,Aditya Birla (1)
IN3620250032,2026-06-30,7.5796,Aditya Birla,Aditya Birla
IN3620250032,2026-07-31,7.5641,Aditya Birla,Aditya Birla (24)
IN3620250040,2026-06-30,7.26,UTI,UTI
IN3620250040,2026-07-31,7.23,UTI,UTI (17)
IN3620250107,2026-06-30,7.65,UTI,UTI
IN3620260049,2026-06-30,7.59,HDFC,HDFC
IN3620260049,2026-07-15,7.56,HDFC,HDFC
IN3620260049,2026-07-31,7.57,HDFC,HDFC (51)
IN3720160016,2026-06-30,5.6551,SBI,SBI
IN3720160016,2026-07-15,5.6619,SBI,SBI
IN3720160016,2026-07-31,5.5424,SBI,SBI (3)
IN3720160016,2026-08-15,5.4991,SBI,SBI (3)
IN3720160024,2026-06-30,5.6852,SBI,SBI; Aditya Birla
IN3720160024,2026-07-15,5.7419,SBI,SBI
IN3720160024,2026-07-31,5.6075,SBI,SBI (65); Aditya Birla (20); Nippon (30)
IN3720160024,2026-08-15,5.5291,SBI,SBI (65); Nippon (30)
IN3720160032,2026-07-15,5.7319,Nippon,Nippon
IN3720160032,2026-07-31,5.5975,Nippon,Nippon (151)
IN3720160032,2026-08-15,5.5191,Nippon,Nippon (151)
IN3720160057,2026-06-30,5.873,Aditya Birla,Aditya Birla; Axis
IN3720160057,2026-07-31,5.9168,Aditya Birla,Aditya Birla (0); Axis (25)
IN3720160057,2026-08-15,5.9348,Axis,Axis (25)
IN3720160073,2026-06-30,5.873,Aditya Birla,Aditya Birla
IN3720160073,2026-07-31,5.9168,Aditya Birla,Aditya Birla (1)
IN3720170015,2026-06-30,6.0284,SBI,SBI
IN3720170015,2026-07-15,6.061,SBI,SBI
IN3720170015,2026-07-31,6.1098,SBI,SBI (10)
IN3720170015,2026-08-15,6.0379,SBI,SBI (10)
IN3720180048,2026-06-30,6.92,Nippon,Nippon
IN3720180048,2026-07-15,6.8942,Nippon,Nippon
IN3720180048,2026-07-31,6.8942,Nippon,Nippon (0)
IN3720180048,2026-08-15,6.8631,Nippon,Nippon (0)
IN3720180055,2026-06-30,7.0,ICICI Pru,ICICI Pru
IN3720180055,2026-07-15,7.0,ICICI Pru,ICICI Pru
IN3720180055,2026-07-31,7.05,ICICI Pru,ICICI Pru (4)
IN3720180055,2026-08-15,6.92,ICICI Pru,ICICI Pru (4)
IN3720180063,2026-06-30,7.0042,Nippon,Nippon
IN3720180063,2026-07-15,6.9957,Nippon,Nippon
IN3720180063,2026-07-31,7.0475,Nippon,Nippon (0)
IN3720180063,2026-08-15,6.9204,Nippon,Nippon (0)
IN3720180089,2026-06-30,7.0,ICICI Pru,ICICI Pru; Nippon
IN3720180089,2026-07-15,7.0,ICICI Pru,ICICI Pru; Nippon
IN3720180089,2026-07-31,7.05,ICICI Pru,ICICI Pru (16); Nippon (10)
IN3720180089,2026-08-15,6.92,ICICI Pru,ICICI Pru (16); Nippon (10)
IN3720200051,2026-06-30,7.5953,Aditya Birla,Aditya Birla
IN3720200051,2026-07-31,7.5478,Aditya Birla,Aditya Birla (10)
IN3720220018,2026-06-30,7.5652,Axis,Axis
IN3720220018,2026-07-31,7.539,Axis,Axis (10)
IN3720220018,2026-08-15,7.5337,Axis,Axis (10)
IN3720220042,2026-06-30,7.0736,SBI,SBI
IN3720220042,2026-07-15,7.0942,SBI,SBI
IN3720220042,2026-07-31,7.0844,SBI,SBI (0)
IN3720220042,2026-08-15,7.031,SBI,SBI (0)
IN3720230017,2026-06-30,7.35,HDFC,HDFC
IN3820180070,2026-06-30,5.86,HDFC,HDFC; Aditya Birla
IN3820180070,2026-07-15,5.94,HDFC,HDFC
IN3820180070,2026-07-31,5.9,HDFC,HDFC (5); Aditya Birla (0)
IN3820210018,2026-06-30,5.469,Aditya Birla,Aditya Birla
IN3820210018,2026-07-31,5.3552,Aditya Birla,Aditya Birla (24)
IN3820250030,2026-06-30,7.66,HDFC,HDFC
IN3920250013,2026-06-30,7.54,UTI,UTI
IN3920250013,2026-07-31,7.52,UTI,UTI (7)
IN4520160065,2026-06-30,5.36,HDFC,HDFC; SBI; Aditya Birla; Nippon
IN4520160081,2026-06-30,5.4451,SBI,SBI; Aditya Birla
IN4520160081,2026-07-15,5.4574,SBI,SBI
IN4520160081,2026-07-31,5.3502,SBI,SBI (35); Aditya Birla (15)
IN4520160099,2026-06-30,5.474,SBI,SBI; Aditya Birla
IN4520160099,2026-07-15,5.4951,SBI,SBI
IN4520160099,2026-07-31,5.3726,SBI,SBI (155); Aditya Birla (44)
IN4520160099,2026-08-15,5.3083,SBI,SBI (155)
IN4520160107,2026-06-30,5.63,SBI,SBI; Aditya Birla
IN4520160107,2026-07-15,5.6692,SBI,SBI
IN4520160107,2026-07-31,5.5498,SBI,SBI (15); Aditya Birla (10)
IN4520160107,2026-08-15,5.5065,SBI,SBI (15)
IN4520160115,2026-06-30,5.6601,SBI,SBI; Aditya Birla; Nippon
IN4520160115,2026-07-15,5.7492,SBI,SBI; Nippon
IN4520160115,2026-07-31,5.6148,SBI,SBI (46); Aditya Birla (156); Nippon (10)
IN4520160115,2026-08-15,5.5365,SBI,SBI (46); Nippon (10)
IN4520160149,2026-07-15,7.4103,Nippon,Nippon
IN4520160149,2026-07-31,7.3709,Nippon,Nippon (15)
IN4520160149,2026-08-15,7.3158,Nippon,Nippon (15)
IN4520160156,2026-06-30,5.84,HDFC,HDFC; ICICI Pru
IN4520160156,2026-07-15,5.93,HDFC,HDFC; ICICI Pru
IN4520160156,2026-07-31,5.9,HDFC,HDFC (1); ICICI Pru (56)
IN4520160156,2026-08-15,5.92,ICICI Pru,ICICI Pru (56)
IN4520160206,2026-06-30,6.0025,Nippon,Nippon
IN4520160206,2026-07-15,6.0797,Nippon,Nippon
IN4520160206,2026-07-31,6.0462,Nippon,Nippon (1)
IN4520160206,2026-08-15,6.0643,Nippon,Nippon (11)
IN4520160321,2026-06-30,6.8984,Aditya Birla,Aditya Birla
IN4520160321,2026-07-31,7.0018,Aditya Birla,Aditya Birla (0)
IN4520160339,2026-06-30,7.0594,Aditya Birla,Aditya Birla
IN4520160339,2026-07-31,7.1907,Aditya Birla,Aditya Birla (0)
IN4520160347,2026-06-30,7.2013,Aditya Birla,Aditya Birla
IN4520160347,2026-07-31,7.3001,Aditya Birla,Aditya Birla (0)
IN4520160354,2026-06-30,7.3222,Aditya Birla,Aditya Birla
IN4520160354,2026-07-31,7.3586,Aditya Birla,Aditya Birla (0)
IN4520160362,2026-06-30,7.4587,Aditya Birla,Aditya Birla
IN4520160362,2026-07-31,7.4906,Aditya Birla,Aditya Birla (0)
IN4520190021,2026-06-30,6.0,ICICI Pru,ICICI Pru
IN4520190021,2026-07-15,6.02,ICICI Pru,ICICI Pru
IN4520190021,2026-07-31,6.07,ICICI Pru,ICICI Pru (5)
IN4520190021,2026-08-15,5.99,ICICI Pru,ICICI Pru (5)
IN4520190039,2026-06-30,6.01,ICICI Pru,ICICI Pru
IN4520190039,2026-07-15,6.05,ICICI Pru,ICICI Pru
IN4520190039,2026-07-31,6.1,ICICI Pru,ICICI Pru (3)
IN4520190039,2026-08-15,6.03,ICICI Pru,ICICI Pru (3)
IN4520190062,2026-06-30,6.42,ICICI Pru,ICICI Pru
IN4520190062,2026-07-15,6.36,ICICI Pru,ICICI Pru
IN4520190062,2026-07-31,6.28,ICICI Pru,ICICI Pru (10)
IN4520190062,2026-08-15,6.09,ICICI Pru,ICICI Pru (10)
IN4520190088,2026-06-30,6.42,ICICI Pru,ICICI Pru
IN4520190088,2026-07-15,6.37,ICICI Pru,ICICI Pru
IN4520190088,2026-07-31,6.33,ICICI Pru,ICICI Pru (68)
IN4520190088,2026-08-15,6.11,ICICI Pru,ICICI Pru (68)
IN4520190096,2026-06-30,6.42,ICICI Pru,ICICI Pru
IN4520190096,2026-07-15,6.37,ICICI Pru,ICICI Pru
IN4520190096,2026-07-31,6.33,ICICI Pru,ICICI Pru (20)
IN4520190096,2026-08-15,6.28,ICICI Pru,ICICI Pru (20)
IN4520190104,2026-06-30,6.4151,SBI,SBI; ICICI Pru; Aditya Birla
IN4520190104,2026-07-15,6.3708,SBI,SBI; ICICI Pru
IN4520190104,2026-07-31,6.3346,SBI,SBI (15); ICICI Pru (32); Aditya Birla (5)
IN4520190104,2026-08-15,6.2783,SBI,SBI (15); ICICI Pru (32)
IN4520200028,2026-06-30,7.0674,Aditya Birla,Aditya Birla
IN4520200028,2026-07-31,7.1573,Aditya Birla,Aditya Birla (1)
IN4520200044,2026-06-30,6.7741,Aditya Birla,Aditya Birla
IN4520200044,2026-07-31,6.8455,Aditya Birla,Aditya Birla (20)
IN4520200093,2026-06-30,6.7741,Nippon,Nippon
IN4520200093,2026-07-15,6.8194,Nippon,Nippon
IN4520200093,2026-07-31,6.8455,Nippon,Nippon (98)
IN4520200093,2026-08-15,6.6789,Nippon,Nippon (98)
IN4520210233,2026-06-30,7.5922,Aditya Birla,Aditya Birla
IN4520210233,2026-07-31,7.6017,Aditya Birla,Aditya Birla (40)
IN4520220018,2026-06-30,7.6,ICICI Pru,ICICI Pru
IN4520220018,2026-07-15,7.61,ICICI Pru,ICICI Pru
IN4520220018,2026-07-31,7.61,ICICI Pru,ICICI Pru (52)
IN4520220018,2026-08-15,7.58,ICICI Pru,ICICI Pru (52)
IN4520220034,2026-06-30,7.5922,Aditya Birla,Aditya Birla
IN4520220034,2026-07-31,7.6017,Aditya Birla,Aditya Birla (63)
IN4520220091,2026-06-30,7.5922,Aditya Birla,Aditya Birla
IN4520220091,2026-07-31,7.6017,Aditya Birla,Aditya Birla (78)
IN4520220141,2026-06-30,7.0872,SBI,SBI
IN4520220141,2026-07-15,7.1904,SBI,SBI
IN4520220141,2026-07-31,7.1662,SBI,SBI (35)
IN4520220141,2026-08-15,7.0633,SBI,SBI (36)
IN4520220299,2026-06-30,7.59,ICICI Pru,ICICI Pru
IN4520220299,2026-07-15,7.6,ICICI Pru,ICICI Pru
IN4520220299,2026-07-31,7.6,ICICI Pru,ICICI Pru (41)
IN4520220299,2026-08-15,7.57,ICICI Pru,ICICI Pru (41)
IN4520230488,2026-06-30,7.0461,Nippon,Nippon
IN4520230488,2026-07-15,7.156,Nippon,Nippon
IN4520230488,2026-07-31,7.1461,Nippon,Nippon (14)
IN4520230488,2026-08-15,7.0339,Nippon,Nippon (14)
IN4520240305,2026-06-30,7.6823,Aditya Birla,Aditya Birla
IN4520240305,2026-07-31,7.6768,Aditya Birla,Aditya Birla (1)
IN4520250528,2026-06-30,7.68,ICICI Pru,ICICI Pru
IN4520250528,2026-07-15,7.74,ICICI Pru,ICICI Pru
IN4520250528,2026-07-31,7.71,ICICI Pru,ICICI Pru (284)
IN4520250528,2026-08-15,7.64,ICICI Pru,ICICI Pru (285)
IN4520250569,2026-06-30,7.7055,Axis,Axis
IN4520250569,2026-07-31,7.7629,Axis,Axis (1)
IN4520250569,2026-08-15,7.6952,Axis,Axis (1)
IN4520250684,2026-06-30,7.71,ICICI Pru,ICICI Pru
IN4520250684,2026-07-15,7.8,ICICI Pru,ICICI Pru
IN4520250684,2026-07-31,7.76,ICICI Pru,ICICI Pru (774)
IN4520250684,2026-08-15,7.7,ICICI Pru,ICICI Pru (778)
IN4520260014,2026-06-30,7.7583,Aditya Birla,Aditya Birla
IN4520260014,2026-07-31,7.773,Aditya Birla,Aditya Birla (160)
IN4520260063,2026-06-30,7.67,ICICI Pru,ICICI Pru
IN4520260063,2026-07-15,7.77,ICICI Pru,ICICI Pru
IN4520260063,2026-07-31,7.76,ICICI Pru,ICICI Pru (139)
IN4520260063,2026-08-15,7.67,ICICI Pru,ICICI Pru (140)
IN4520260071,2026-07-31,7.787,Aditya Birla,Aditya Birla (25)
IN4920250250,2026-06-30,7.7239,Aditya Birla,Aditya Birla
IN4920250250,2026-07-31,7.7447,Aditya Birla,Aditya Birla (146)
INE002A07809,2026-06-30,7.3075,Aditya Birla,Aditya Birla
INE002A07809,2026-07-31,7.37,Aditya Birla,Aditya Birla (153)
INE002A08534,2026-06-30,6.98,HDFC,HDFC
INE002A08534,2026-07-15,7.23,HDFC,HDFC
INE002A08534,2026-07-31,7.14,HDFC,HDFC (130)
INE002A08542,2026-06-30,6.98,HDFC,HDFC
INE002A08567,2026-06-30,6.98,HDFC,HDFC
INE002A08567,2026-07-15,7.23,HDFC,HDFC
INE002A08567,2026-07-31,7.14,HDFC,HDFC (155)
INE002A08690,2026-06-30,6.98,HDFC,HDFC
INE002A08690,2026-07-15,7.23,HDFC,HDFC
INE002A08690,2026-07-31,7.14,HDFC,HDFC (26)
INE007N14EQ1,2026-06-30,7.685,Nippon,Nippon
INE007N14EQ1,2026-07-15,7.915,Nippon,Nippon
INE007N14EQ1,2026-07-31,7.9249,Nippon,Nippon (192)
INE007N14EQ1,2026-08-15,7.6849,Nippon,Nippon (192)
INE007N14ES7,2026-06-30,7.69,UTI,UTI
INE007N14ES7,2026-07-31,7.93,UTI,UTI (96)
INE007N14ET5,2026-06-30,7.69,UTI,UTI
INE007N14ET5,2026-07-31,7.93,UTI,UTI (96)
INE007N14EV1,2026-06-30,7.69,UTI,UTI
INE007N14EV1,2026-07-31,7.93,UTI,UTI (120)
INE007N14EW9,2026-06-30,7.69,UTI,UTI
INE007N14EW9,2026-07-31,7.93,UTI,UTI (72)
INE007N14EX7,2026-06-30,7.6849,Nippon,Nippon
INE007N14EX7,2026-07-15,7.915,Nippon,Nippon
INE007N14EX7,2026-07-31,7.925,Nippon,Nippon (96)
INE007N14EX7,2026-08-15,7.6849,Nippon,Nippon (96)
INE007N14FA2,2026-06-30,7.2851,Aditya Birla,Aditya Birla
INE007N14FA2,2026-07-31,6.8977,Aditya Birla,Aditya Birla (200)
INE007N14FF1,2026-06-30,7.29,UTI,UTI
INE007N14FF1,2026-07-31,7.15,UTI,UTI (99)
INE007N14FG9,2026-07-31,7.25,Tata,Tata (99)
INE007N14FG9,2026-08-15,7.1,Tata,Tata (100)
INE007N14FJ3,2026-07-31,7.25,Kotak,Kotak (149)
INE007N14FJ3,2026-08-15,7.1,Kotak,Kotak (149)
INE007N14FL9,2026-07-31,7.15,HDFC,HDFC (99)
INE008A161B2,2026-06-30,6.4898,SBI,SBI
INE008A161B2,2026-07-15,6.6401,SBI,SBI
INE008A161B2,2026-07-31,6.4553,SBI,SBI (298)
INE008A161B2,2026-08-15,6.3303,SBI,SBI (299)
INE008A166B1,2026-06-30,6.5903,Axis,Axis
INE008A168A9,2026-06-30,7.1475,SBI,SBI; ICICI Pru; Axis; Kotak
INE008A168A9,2026-07-15,7.41,SBI,SBI; ICICI Pru
INE008A168A9,2026-07-31,7.185,SBI,SBI (575); ICICI Pru (335); Axis (287); Kotak (287)
INE008A168A9,2026-08-15,6.9,SBI,SBI (577); ICICI Pru (337); Axis (289); Kotak (289)
INE008A168B7,2026-06-30,6.5899,Aditya Birla,Aditya Birla; Nippon
INE008A168B7,2026-07-31,6.4152,Aditya Birla,Aditya Birla (150)
INE008A169B5,2026-07-15,6.64,HDFC,HDFC; Nippon
INE008A169B5,2026-07-31,6.54,HDFC,HDFC (198); Nippon (198); Kotak (495)
INE008A169B5,2026-08-15,6.3299,Nippon,Nippon (199); Kotak (496)
INE00V208124,2026-06-30,7.92,HDFC,HDFC
INE00V208124,2026-07-15,8.13,HDFC,HDFC
INE00V208124,2026-07-31,8.06,HDFC,HDFC (100); Tata (10)
INE00V208124,2026-08-15,8.11,Tata,Tata (35)
INE00V208132,2026-06-30,7.8549,SBI,SBI
INE00V208132,2026-07-15,7.985,SBI,SBI
INE00V208132,2026-07-31,7.9549,SBI,SBI (273); Tata (25)
INE00V208132,2026-08-15,7.7598,SBI,SBI (274); Tata (25)
INE00V208140,2026-06-30,7.995,SBI,SBI
INE00V208140,2026-07-15,8.175,SBI,SBI
INE00V208140,2026-07-31,8.14,SBI,SBI (123)
INE00V208140,2026-08-15,8.17,SBI,SBI (123)
INE010A08149,2026-06-30,7.75,ICICI Pru,ICICI Pru
